DØGNVERDIER

Stasjoner
Stnr;Navn;I drift fra;I drift til;Hoh;Breddegrad;Lengdegrad;Kommune;Fylke;Region
18700;OSLO - BLINDERN;jan 1931;;94;59.9423;10.7200;Oslo;Oslo;ØSTLANDET
41770;LINDESNES FYR;jan 1863;;16;57.9826;7.0478;Lindesnes;Vest-Agder;AGDER
69100;VÆRNES;apr 1940;;12;63.4596;10.9305;Stjørdal;Nord-Trøndelag;TRØNDELAG
93700;KAUTOKEINO;jan 1868;;307;68.9968;23.0335;Guovdageaidnu-Kautokeino;Finnmark;NORD-NORGE

Elementer
Kode;Navn;Enhet
TAM;Middeltemperatur;ºC
TAN;Minimumstemperatur;ºC
TAX;Maksimumstemperatur;ºC


****************** MELDING *****************
Dataverdi merket x betyr manglende tilgang eller at kvaliteten er 'Svært usikker, modelldata' (Nivå 6 eller mer).
********************************************

Stnr;Dato;TAM;TAN;TAX
93700;02.01.2011;-6.4;-15.5;-3.8
93700;03.01.2011;-19.9;-25.8;-6.5
93700;04.01.2011;-18.4;-27.2;-13.4
93700;05.01.2011;-22.9;-31.1;-15.5
93700;06.01.2011;-13.5;-20.6;-12.0
93700;07.01.2011;-16.6;-17.5;-9.6
93700;08.01.2011;-18.9;-23.5;-13.9
93700;09.01.2011;-14.9;-23.2;-10.4
93700;10.01.2011;-8.8;-10.5;-7.5
93700;11.01.2011;-8.7;-10.4;-6.0
93700;12.01.2011;-10.4;-13.2;-7.0
93700;13.01.2011;-16.2;-23.0;-8.7
93700;14.01.2011;-30.1;-34.4;-16.8
93700;15.01.2011;-20.8;-35.9;-19.0
93700;16.01.2011;-12.7;-19.7;-10.0
93700;17.01.2011;-10.8;-13.1;-8.2
93700;18.01.2011;-14.4;-19.6;-8.9
93700;19.01.2011;-25.3;-29.0;-15.3
93700;20.01.2011;-25.9;-29.5;-22.5
93700;21.01.2011;-13.1;-25.5;-10.0
93700;22.01.2011;-21.4;-25.0;-7.6
93700;23.01.2011;-15.7;-25.8;-9.3
93700;24.01.2011;-20.8;-21.8;-7.2
93700;25.01.2011;-22.2;-26.5;-18.4
93700;26.01.2011;-7.2;-18.7;-3.0
93700;27.01.2011;-1.2;-7.6;2.5
93700;28.01.2011;-2.3;-7.2;2.1
93700;29.01.2011;-9.2;-11.8;-4.3
93700;30.01.2011;-15.9;-19.8;-6.0
93700;31.01.2011;-8.3;-19.9;-6.5
93700;01.02.2011;-13.2;-17.2;-8.8
93700;02.02.2011;-10.7;-17.2;-7.8
93700;03.02.2011;-10.0;-11.0;-7.8
93700;04.02.2011;-12.1;-13.2;-7.4
93700;05.02.2011;-16.6;-19.0;-10.6
93700;06.02.2011;-19.4;-20.2;-14.8
93700;07.02.2011;-22.9;-24.0;-17.1
93700;08.02.2011;-18.6;-22.0;-15.5
93700;09.02.2011;-31.9;-33.2;-15.1
93700;10.02.2011;-28.8;-33.2;-24.9
93700;11.02.2011;-7.7;-24.9;-1.5
93700;12.02.2011;-20.2;-24.1;-9.4
93700;13.02.2011;-31.3;-35.0;-20.6
93700;14.02.2011;-35.9;-39.8;-31.5
93700;15.02.2011;-37.0;-40.1;-32.5
93700;16.02.2011;-30.6;-37.3;-25.8
93700;17.02.2011;-37.5;-41.7;-33.0
93700;18.02.2011;-26.4;-37.2;-23.4
93700;19.02.2011;-28.0;-31.2;-22.8
93700;20.02.2011;-27.7;-32.4;-21.0
93700;21.02.2011;-24.6;-33.0;-19.6
93700;22.02.2011;-19.1;-23.0;-16.0
93700;23.02.2011;-22.1;-23.1;-15.5
93700;24.02.2011;-19.5;-23.2;-16.2
93700;25.02.2011;-12.1;-18.8;-8.5
93700;26.02.2011;-5.5;-9.0;-4.0
93700;27.02.2011;-2.9;-4.7;-1.0
93700;28.02.2011;-1.4;-3.3;0.5
93700;01.03.2011;-3.0;-5.5;0.5
93700;02.03.2011;-0.7;-6.5;2.8
93700;03.03.2011;-2.3;-5.0;2.8
93700;04.03.2011;-6.3;-8.1;0.5
93700;05.03.2011;-9.8;-16.8;-3.5
93700;06.03.2011;-8.2;-17.5;-4.0
93700;07.03.2011;-5.2;-11.3;0.5
93700;08.03.2011;-0.6;-8.6;2.0
93700;09.03.2011;-1.3;-2.8;1.0
93700;10.03.2011;-5.8;-8.2;-1.6
93700;11.03.2011;-15.0;-19.5;-6.0
93700;12.03.2011;-6.8;-13.4;-2.8
93700;13.03.2011;-14.2;-21.9;-3.5
93700;14.03.2011;-12.7;-16.9;-4.8
93700;15.03.2011;-11.8;-20.7;-4.8
93700;16.03.2011;-7.4;-12.0;-1.5
93700;17.03.2011;-7.0;-10.7;-2.8
93700;18.03.2011;-7.6;-11.0;0.4
93700;19.03.2011;-5.5;-7.0;-2.0
93700;20.03.2011;-5.7;-12.7;-0.5
93700;21.03.2011;-1.4;-4.1;0.6
93700;22.03.2011;-6.0;-10.0;-0.3
93700;23.03.2011;-7.6;-15.5;-4.0
93700;24.03.2011;-10.2;-15.2;-4.1
93700;25.03.2011;-10.1;-15.5;-6.5
93700;26.03.2011;-8.9;-12.6;-3.5
93700;27.03.2011;-10.6;-15.6;-4.0
93700;28.03.2011;-15.5;-25.2;-4.0
93700;29.03.2011;-17.7;-27.0;-8.0
93700;30.03.2011;-10.3;-18.5;-2.8
93700;31.03.2011;-8.7;-17.4;-1.6
93700;01.04.2011;-7.4;-14.1;-3.0
93700;02.04.2011;-1.0;-4.0;1.4
93700;03.04.2011;3.5;1.0;6.5
93700;04.04.2011;1.1;-3.6;5.8
93700;05.04.2011;-3.0;-12.1;4.8
93700;06.04.2011;-0.9;-4.9;2.0
93700;07.04.2011;0.4;-0.1;2.0
93700;08.04.2011;0.6;-3.0;4.2
93700;09.04.2011;-1.4;-9.0;4.0
93700;10.04.2011;-0.4;-3.0;1.8
93700;11.04.2011;3.8;-0.5;7.2
93700;12.04.2011;1.0;-4.2;5.0
93700;13.04.2011;0.7;-5.0;5.5
93700;14.04.2011;-0.8;-8.5;5.5
93700;15.04.2011;3.0;-1.8;6.5
93700;16.04.2011;2.3;1.2;5.2
93700;17.04.2011;0.9;-2.1;4.0
93700;18.04.2011;x;-3.0;4.0
93700;19.04.2011;-0.2;-2.9;3.1
93700;20.04.2011;1.3;-0.8;4.5
93700;21.04.2011;-1.4;-11.0;4.5
93700;22.04.2011;2.3;-3.2;6.2
93700;23.04.2011;2.4;-4.2;7.0
93700;24.04.2011;2.9;-4.2;9.2
93700;25.04.2011;5.0;-0.5;10.5
93700;26.04.2011;3.5;1.1;6.8
93700;27.04.2011;2.0;-1.2;4.6
93700;28.04.2011;2.0;-3.4;4.9
93700;29.04.2011;2.4;-0.8;4.5
93700;30.04.2011;1.2;-4.0;5.5
93700;01.05.2011;0.5;-1.8;2.5
93700;02.05.2011;0.4;-1.4;2.4
93700;03.05.2011;-1.1;-4.3;1.4
93700;04.05.2011;1.8;-1.3;4.8
93700;05.05.2011;3.0;-4.9;7.3
93700;06.05.2011;1.2;0.3;6.1
93700;07.05.2011;3.3;-1.3;7.6
93700;08.05.2011;4.3;-1.6;9.2
93700;09.05.2011;5.6;2.6;10.6
93700;10.05.2011;2.2;-1.9;6.5
93700;11.05.2011;1.7;-4.6;6.5
93700;12.05.2011;0.6;-4.4;4.5
93700;13.05.2011;3.5;-1.0;8.0
93700;14.05.2011;8.0;0.8;13.0
93700;15.05.2011;9.8;0.2;14.0
93700;16.05.2011;7.2;4.1;12.0
93700;17.05.2011;1.3;0.8;6.8
93700;18.05.2011;0.9;-1.2;3.5
93700;19.05.2011;3.6;0.3;5.7
93700;20.05.2011;6.4;3.3;10.8
93700;21.05.2011;6.9;0.9;11.8
93700;22.05.2011;8.7;4.7;13.0
93700;23.05.2011;11.8;4.9;17.6
93700;24.05.2011;9.2;6.6;14.7
93700;25.05.2011;9.7;5.9;13.5
93700;26.05.2011;4.0;2.6;11.2
93700;27.05.2011;4.0;-0.1;8.0
93700;28.05.2011;6.5;3.6;8.5
93700;29.05.2011;9.1;7.0;12.8
93700;30.05.2011;8.6;6.8;11.9
93700;31.05.2011;9.9;3.9;15.5
93700;01.06.2011;10.9;6.7;14.0
93700;02.06.2011;9.6;1.3;15.5
93700;03.06.2011;10.9;4.6;14.5
93700;04.06.2011;8.0;4.5;13.5
93700;05.06.2011;7.2;3.0;9.5
93700;06.06.2011;12.8;2.1;19.0
93700;07.06.2011;13.9;11.0;17.4
93700;08.06.2011;16.9;12.0;23.0
93700;09.06.2011;16.9;10.0;24.2
93700;10.06.2011;17.5;12.6;24.0
93700;11.06.2011;13.4;9.2;19.2
93700;12.06.2011;6.9;2.4;12.0
93700;13.06.2011;8.3;2.4;13.5
93700;14.06.2011;12.7;3.6;17.7
93700;15.06.2011;13.9;6.9;17.9
93700;16.06.2011;10.3;7.5;17.0
93700;17.06.2011;8.8;4.0;13.5
93700;18.06.2011;11.7;7.0;16.5
93700;19.06.2011;12.1;7.8;15.5
93700;20.06.2011;13.0;9.6;16.0
93700;21.06.2011;8.2;7.2;13.4
93700;22.06.2011;11.4;8.4;13.0
93700;23.06.2011;12.4;8.9;14.9
93700;24.06.2011;14.0;7.3;18.2
93700;25.06.2011;12.7;9.4;16.5
93700;26.06.2011;12.1;8.2;15.5
93700;27.06.2011;13.4;6.5;17.8
93700;28.06.2011;16.9;11.4;22.0
93700;29.06.2011;18.1;13.0;22.0
93700;30.06.2011;16.1;12.0;24.6
93700;01.07.2011;11.4;7.8;15.5
93700;02.07.2011;12.1;10.2;15.0
93700;03.07.2011;9.6;3.8;13.5
93700;04.07.2011;13.7;4.8;19.5
93700;05.07.2011;13.9;6.0;20.0
93700;06.07.2011;12.3;7.8;17.0
93700;07.07.2011;13.3;7.4;19.5
93700;08.07.2011;20.4;13.1;25.5
93700;09.07.2011;22.3;13.6;27.0
93700;10.07.2011;17.4;15.4;24.0
93700;11.07.2011;16.8;12.6;23.2
93700;12.07.2011;11.3;9.2;13.8
93700;13.07.2011;10.1;7.6;14.0
93700;14.07.2011;10.5;7.0;15.0
93700;15.07.2011;10.8;4.5;14.7
93700;16.07.2011;12.3;2.1;18.9
93700;17.07.2011;10.4;8.1;17.1
93700;18.07.2011;12.2;8.8;18.0
93700;19.07.2011;16.6;12.9;19.4
93700;20.07.2011;18.9;13.7;24.0
93700;21.07.2011;17.0;10.8;21.7
93700;22.07.2011;13.9;11.2;18.8
93700;23.07.2011;12.9;10.7;15.5
93700;24.07.2011;11.9;10.9;13.5
93700;25.07.2011;15.1;11.5;19.5
93700;26.07.2011;16.3;9.8;20.1
93700;27.07.2011;14.7;10.9;19.4
93700;28.07.2011;14.7;11.6;17.1
93700;29.07.2011;16.3;12.5;21.8
93700;30.07.2011;13.9;9.9;18.6
93700;31.07.2011;14.9;9.1;18.8
93700;01.08.2011;16.0;4.9;21.6
93700;02.08.2011;16.9;6.2;23.0
93700;03.08.2011;14.7;10.6;19.4
93700;04.08.2011;9.5;6.1;15.0
93700;05.08.2011;8.7;0.5;15.5
93700;06.08.2011;9.1;5.4;12.7
93700;07.08.2011;8.2;4.8;11.4
93700;08.08.2011;8.2;5.5;10.9
93700;09.08.2011;8.5;2.0;11.5
93700;10.08.2011;8.6;5.5;12.8
93700;11.08.2011;8.6;5.1;10.7
93700;12.08.2011;8.1;2.0;12.3
93700;13.08.2011;7.9;-1.3;14.6
93700;14.08.2011;13.4;0.0;19.0
93700;15.08.2011;15.1;6.5;20.2
93700;16.08.2011;13.2;3.3;18.8
93700;17.08.2011;15.2;11.7;18.7
93700;18.08.2011;15.0;11.6;19.2
93700;19.08.2011;13.2;4.6;18.4
93700;20.08.2011;12.2;8.4;17.0
93700;21.08.2011;11.2;7.9;13.6
93700;22.08.2011;13.0;10.5;16.0
93700;23.08.2011;13.2;9.3;16.0
93700;24.08.2011;11.2;8.0;14.5
93700;25.08.2011;11.8;4.5;18.4
93700;26.08.2011;13.3;10.2;18.4
93700;27.08.2011;13.5;10.4;16.6
93700;28.08.2011;14.6;12.8;19.0
93700;29.08.2011;9.3;8.9;13.1
93700;30.08.2011;7.9;6.6;10.0
93700;31.08.2011;7.3;6.0;10.5
93700;01.09.2011;6.9;0.8;9.6
93700;02.09.2011;9.4;6.2;11.8
93700;03.09.2011;9.9;8.4;12.3
93700;04.09.2011;9.6;7.0;11.7
93700;05.09.2011;12.5;8.2;14.8
93700;06.09.2011;14.3;12.9;16.5
93700;07.09.2011;12.0;10.0;15.0
93700;08.09.2011;11.9;9.5;14.0
93700;09.09.2011;11.2;8.9;15.0
93700;10.09.2011;9.4;2.4;16.0
93700;11.09.2011;11.2;9.4;13.4
93700;12.09.2011;10.9;8.8;12.8
93700;13.09.2011;11.7;10.8;13.2
93700;14.09.2011;10.6;10.0;12.0
93700;15.09.2011;10.1;9.3;11.8
93700;16.09.2011;7.0;3.9;10.6
93700;17.09.2011;5.7;2.4;10.4
93700;18.09.2011;6.7;1.9;10.8
93700;19.09.2011;7.2;3.9;13.0
93700;20.09.2011;5.8;1.5;10.7
93700;21.09.2011;6.4;0.9;8.0
93700;22.09.2011;5.8;5.3;7.5
93700;23.09.2011;3.9;3.0;6.0
93700;24.09.2011;5.1;3.7;7.0
93700;25.09.2011;5.1;3.3;8.5
93700;26.09.2011;5.6;0.0;11.5
93700;27.09.2011;7.2;5.5;8.8
93700;28.09.2011;3.2;-1.2;10.0
93700;29.09.2011;5.5;-1.0;9.5
93700;30.09.2011;5.3;2.5;10.0
93700;01.10.2011;3.4;-2.0;8.6
93700;02.10.2011;5.0;3.9;6.8
93700;03.10.2011;5.1;0.9;9.0
93700;04.10.2011;4.2;1.8;5.5
93700;05.10.2011;1.8;0.5;4.4
93700;06.10.2011;1.8;0.6;3.0
93700;07.10.2011;2.5;1.5;3.8
93700;08.10.2011;1.4;-0.5;3.9
93700;09.10.2011;-2.7;-7.2;2.1
93700;10.10.2011;0.6;-1.3;2.0
93700;11.10.2011;-1.7;-2.5;0.9
93700;12.10.2011;2.4;-2.5;5.2
93700;13.10.2011;0.2;-2.4;3.5
93700;14.10.2011;-1.4;-5.2;1.6
93700;15.10.2011;3.0;0.1;4.6
93700;16.10.2011;7.6;4.2;11.0
93700;17.10.2011;3.3;0.4;7.2
93700;18.10.2011;3.2;-0.3;5.8
93700;19.10.2011;3.7;2.0;5.9
93700;20.10.2011;2.3;0.5;4.0
93700;21.10.2011;2.3;0.5;3.8
93700;22.10.2011;-0.6;-3.0;2.7
93700;23.10.2011;-0.9;-3.6;0.7
93700;24.10.2011;1.5;0.4;2.6
93700;25.10.2011;0.1;-1.3;2.8
93700;26.10.2011;-4.0;-7.7;0.2
93700;27.10.2011;-1.7;-3.5;-0.1
93700;28.10.2011;1.2;-0.1;2.6
93700;29.10.2011;2.3;-0.1;4.9
93700;30.10.2011;1.8;1.4;4.1
93700;31.10.2011;0.7;-1.3;2.8
93700;01.11.2011;1.8;-1.4;3.7
93700;02.11.2011;3.5;0.2;6.6
93700;03.11.2011;-1.8;-3.2;1.2
93700;04.11.2011;-1.0;-3.2;0.0
93700;05.11.2011;3.0;-0.1;4.8
93700;06.11.2011;4.0;3.8;5.5
93700;07.11.2011;2.4;-0.2;4.4
93700;08.11.2011;1.2;-1.4;2.6
93700;09.11.2011;-1.6;-4.0;2.3
93700;10.11.2011;-2.5;-4.6;-0.4
93700;11.11.2011;2.5;-2.5;3.6
93700;12.11.2011;1.0;-1.6;3.8
93700;13.11.2011;-1.5;-4.6;2.2
93700;14.11.2011;-3.7;-4.4;4.8
93700;15.11.2011;-2.9;-4.6;-1.8
93700;16.11.2011;0.2;-2.4;3.8
93700;17.11.2011;-3.9;-7.0;3.1
93700;18.11.2011;-3.2;-5.6;0.2
93700;19.11.2011;-12.5;-17.8;-2.5
93700;20.11.2011;-18.1;-21.0;-13.4
93700;21.11.2011;-14.1;-16.0;-9.5
93700;22.11.2011;-4.3;-13.6;-2.8
93700;23.11.2011;-1.6;-4.0;0.0
93700;24.11.2011;0.0;-2.5;2.0
93700;25.11.2011;-2.3;-3.2;1.4
93700;26.11.2011;-5.6;-10.4;-0.2
93700;27.11.2011;-10.3;-13.2;-7.9
93700;28.11.2011;-12.1;-17.0;-2.2
93700;29.11.2011;-14.6;-20.9;-2.2
93700;30.11.2011;1.7;-4.3;2.5
93700;01.12.2011;-0.4;-1.6;2.7
93700;02.12.2011;0.8;0.2;2.4
93700;03.12.2011;-9.7;-13.0;1.5
93700;04.12.2011;-1.7;-8.6;-0.6
93700;05.12.2011;-1.4;-2.4;0.5
93700;06.12.2011;-4.4;-5.0;-0.4
93700;07.12.2011;-12.7;-16.4;-1.0
93700;08.12.2011;-20.2;-24.4;-13.7
93700;09.12.2011;-7.3;-24.4;-5.4
93700;10.12.2011;-5.3;-9.4;-3.0
93700;11.12.2011;-10.5;-15.0;-3.9
93700;12.12.2011;-18.5;-22.0;-9.2
93700;13.12.2011;-6.3;-16.4;-2.8
93700;14.12.2011;-0.6;-4.5;0.4
93700;15.12.2011;0.6;-0.5;2.0
93700;16.12.2011;-1.3;-1.6;1.2
93700;17.12.2011;-3.4;-5.0;-0.3
93700;18.12.2011;-4.0;-5.2;-0.5
93700;19.12.2011;-2.7;-5.2;-1.4
93700;20.12.2011;-1.1;-2.0;1.0
93700;21.12.2011;-6.5;-9.0;0.1
93700;22.12.2011;-7.2;-10.3;-5.8
93700;23.12.2011;-2.7;-7.4;-0.5
93700;24.12.2011;-0.5;-2.6;1.5
93700;25.12.2011;-5.1;-9.1;-2.6
93700;26.12.2011;-2.7;-8.5;0.5
93700;27.12.2011;-21.6;-24.2;-0.9
93700;28.12.2011;-11.0;-22.6;-3.9
93700;29.12.2011;-9.0;-18.0;-6.0
93700;30.12.2011;-6.9;-9.6;-5.0
93700;31.12.2011;-5.0;-7.0;-4.2
93700;01.01.2012;-5.6;-7.4;-2.5
93700;02.01.2012;-7.9;-9.2;-5.0
93700;03.01.2012;-5.6;-7.8;-4.0
93700;04.01.2012;-5.4;-7.5;-2.0
93700;05.01.2012;-14.5;-19.5;-5.8
93700;06.01.2012;-9.0;-14.1;-5.8
93700;07.01.2012;-4.3;-5.9;-2.5
93700;08.01.2012;-18.9;-22.0;-3.1
93700;09.01.2012;-16.2;-22.7;-12.8
93700;10.01.2012;-12.3;-15.0;-9.3
93700;11.01.2012;-11.7;-12.6;-7.6
93700;12.01.2012;-8.2;-11.1;-7.0
93700;13.01.2012;-12.8;-18.5;-6.1
93700;14.01.2012;-21.7;-27.2;-9.6
93700;15.01.2012;-12.3;-28.0;-7.8
93700;16.01.2012;-10.1;-12.1;-6.0
93700;17.01.2012;-14.9;-19.0;-9.8
93700;18.01.2012;-8.9;-9.9;-5.5
93700;19.01.2012;-7.8;-9.2;-5.4
93700;20.01.2012;-8.7;-11.2;-6.9
93700;21.01.2012;-8.3;-11.2;-6.2
93700;22.01.2012;-15.4;-25.5;-6.6
93700;23.01.2012;-19.5;-25.8;-15.0
93700;24.01.2012;-18.7;-25.5;-15.0
93700;25.01.2012;-14.9;-19.3;-12.6
93700;26.01.2012;-14.0;-16.0;-8.0
93700;27.01.2012;-10.1;-13.1;-7.5
93700;28.01.2012;-15.8;-18.2;-9.7
93700;29.01.2012;-19.4;-21.8;-15.0
93700;30.01.2012;-17.9;-21.8;-15.0
93700;31.01.2012;-21.3;-25.0;-16.8
93700;01.02.2012;-21.6;-23.8;-18.0
93700;02.02.2012;-22.3;-24.3;-18.5
93700;03.02.2012;-25.9;-28.3;-21.7
93700;04.02.2012;-30.2;-33.2;-21.9
93700;05.02.2012;-30.2;-34.0;-26.0
93700;06.02.2012;-34.2;-39.4;-27.8
93700;07.02.2012;-34.5;-39.7;-29.5
93700;08.02.2012;-13.8;-29.5;-11.5
93700;09.02.2012;-15.9;-17.8;-10.5
93700;10.02.2012;-10.7;-16.2;-7.2
93700;11.02.2012;-2.1;-7.2;1.9
93700;12.02.2012;-15.4;-19.6;-0.3
93700;13.02.2012;-19.6;-25.8;-12.5
93700;14.02.2012;-10.3;-13.9;-6.8
93700;15.02.2012;-16.0;-23.6;-8.5
93700;16.02.2012;-16.8;-30.2;-14.2
93700;17.02.2012;-14.6;-19.0;-11.8
93700;18.02.2012;-8.6;-17.0;-2.8
93700;19.02.2012;-6.1;-6.7;-2.3
93700;20.02.2012;-12.4;-18.4;-5.0
93700;21.02.2012;-5.7;-18.4;-3.2
93700;22.02.2012;-12.0;-14.0;-3.2
93700;23.02.2012;-10.6;-14.2;-5.4
93700;24.02.2012;-19.3;-25.2;-11.5
93700;25.02.2012;-19.7;-26.0;-12.3
93700;26.02.2012;-18.7;-25.5;-9.6
93700;27.02.2012;-17.4;-28.9;-9.8
93700;28.02.2012;-5.7;-9.9;-3.4
93700;29.02.2012;-8.6;-13.4;-2.0
93700;01.03.2012;-5.9;-14.4;0.8
93700;02.03.2012;-2.0;-4.0;1.5
93700;03.03.2012;-6.8;-13.0;-1.5
93700;04.03.2012;-14.7;-24.1;-6.0
93700;05.03.2012;-7.9;-11.4;-6.0
93700;06.03.2012;-9.0;-11.6;-5.4
93700;07.03.2012;-6.8;-8.0;-5.0
93700;08.03.2012;-4.7;-6.6;-3.8
93700;09.03.2012;-2.3;-3.8;-1.1
93700;10.03.2012;-3.2;-6.8;1.5
93700;11.03.2012;-4.7;-9.0;-0.9
93700;12.03.2012;-3.4;-7.0;1.2
93700;13.03.2012;-6.5;-10.2;-1.3
93700;14.03.2012;-6.2;-14.2;0.0
93700;15.03.2012;-6.0;-18.6;-1.5
93700;16.03.2012;0.8;-2.7;4.0
93700;17.03.2012;-5.0;-9.0;0.6
93700;18.03.2012;-4.9;-11.9;-0.2
93700;19.03.2012;-10.9;-16.6;-2.6
93700;20.03.2012;-6.4;-11.0;-1.2
93700;21.03.2012;-14.5;-22.1;-7.5
93700;22.03.2012;-5.4;-12.8;0.0
93700;23.03.2012;-1.9;-4.0;2.5
93700;24.03.2012;-5.2;-8.1;-1.5
93700;25.03.2012;-4.0;-14.4;0.4
93700;26.03.2012;-2.9;-5.3;-0.8
93700;27.03.2012;-1.1;-4.9;2.2
93700;28.03.2012;1.3;-1.0;4.2
93700;29.03.2012;-8.8;-12.0;0.5
93700;30.03.2012;-14.6;-27.0;-3.0
93700;31.03.2012;-7.1;-16.1;-2.2
93700;01.04.2012;-16.3;-22.6;-7.0
93700;02.04.2012;-11.3;-16.1;-6.2
93700;03.04.2012;-7.1;-10.1;-2.0
93700;04.04.2012;-7.2;-14.1;-1.8
93700;05.04.2012;-13.0;-22.1;-4.0
93700;06.04.2012;-13.5;-26.1;-3.0
93700;07.04.2012;-5.0;-16.0;-1.4
93700;08.04.2012;-6.6;-14.1;0.4
93700;09.04.2012;-12.2;-23.6;-2.5
93700;10.04.2012;-10.9;-24.2;-1.5
93700;11.04.2012;0.5;-1.9;2.6
93700;12.04.2012;0.1;-1.5;2.8
93700;13.04.2012;-4.6;-14.8;3.0
93700;14.04.2012;-7.4;-18.5;1.5
93700;15.04.2012;-6.4;-12.2;0.2
93700;16.04.2012;-7.2;-16.5;-0.4
93700;17.04.2012;-8.8;-20.7;-0.2
93700;18.04.2012;-4.4;-11.0;-0.2
93700;19.04.2012;-3.8;-10.1;1.2
93700;20.04.2012;-2.6;-8.2;1.5
93700;21.04.2012;-1.6;-4.8;0.4
93700;22.04.2012;-0.6;-2.3;1.0
93700;23.04.2012;0.1;-2.5;3.0
93700;24.04.2012;1.3;-1.3;2.8
93700;25.04.2012;2.9;0.5;6.5
93700;26.04.2012;2.3;-7.3;9.0
93700;27.04.2012;2.5;2.0;5.4
93700;28.04.2012;3.2;0.5;6.0
93700;29.04.2012;1.4;-3.2;4.5
93700;30.04.2012;2.4;-2.0;6.2
93700;01.05.2012;-1.4;-4.7;3.1
93700;02.05.2012;2.3;-0.9;5.0
93700;03.05.2012;0.0;-1.0;2.3
93700;04.05.2012;-1.3;-4.8;2.0
93700;05.05.2012;-0.9;-8.6;3.2
93700;06.05.2012;-2.1;-3.2;1.7
93700;07.05.2012;2.0;-1.8;6.0
93700;08.05.2012;2.1;-2.1;4.6
93700;09.05.2012;3.0;-1.9;7.5
93700;10.05.2012;4.6;1.0;8.0
93700;11.05.2012;3.4;-0.5;7.4
93700;12.05.2012;-0.2;-2.9;4.8
93700;13.05.2012;0.8;-4.2;4.8
93700;14.05.2012;1.9;-0.2;3.7
93700;15.05.2012;5.7;2.4;9.5
93700;16.05.2012;7.5;-1.2;12.5
93700;17.05.2012;6.0;1.0;10.6
93700;18.05.2012;4.4;3.5;6.0
93700;19.05.2012;5.7;3.4;8.0
93700;20.05.2012;3.8;-0.1;6.5
93700;21.05.2012;4.0;1.4;7.0
93700;22.05.2012;4.0;0.1;6.8
93700;23.05.2012;6.4;-3.3;11.5
93700;24.05.2012;6.7;-2.1;13.2
93700;25.05.2012;9.9;6.6;13.8
93700;26.05.2012;8.5;5.9;10.8
93700;27.05.2012;11.2;4.9;16.5
93700;28.05.2012;3.7;2.0;11.8
93700;29.05.2012;3.2;0.9;5.5
93700;30.05.2012;3.2;0.2;6.5
93700;31.05.2012;4.0;-2.8;7.2
93700;01.06.2012;4.7;1.4;7.8
93700;02.06.2012;7.6;2.7;12.5
93700;03.06.2012;10.3;4.4;14.6
93700;04.06.2012;10.0;6.2;15.0
93700;05.06.2012;6.0;2.1;11.2
93700;06.06.2012;7.9;5.1;11.6
93700;07.06.2012;4.3;2.6;7.6
93700;08.06.2012;5.3;3.0;8.2
93700;09.06.2012;3.8;2.4;5.8
93700;10.06.2012;6.2;2.9;10.0
93700;11.06.2012;8.8;6.0;13.0
93700;12.06.2012;9.5;4.0;13.2
93700;13.06.2012;6.4;5.3;9.0
93700;14.06.2012;9.4;5.0;14.8
93700;15.06.2012;9.3;6.2;15.5
93700;16.06.2012;9.0;4.5;14.2
93700;17.06.2012;12.9;7.6;16.8
93700;18.06.2012;12.5;10.2;16.8
93700;19.06.2012;8.6;8.1;13.4
93700;20.06.2012;6.8;6.6;8.4
93700;21.06.2012;7.5;5.0;10.0
93700;22.06.2012;8.3;4.6;12.5
93700;23.06.2012;12.1;0.7;18.8
93700;24.06.2012;15.5;7.5;22.0
93700;25.06.2012;13.0;9.3;17.8
93700;26.06.2012;9.8;8.2;14.4
93700;27.06.2012;6.9;4.6;10.6
93700;28.06.2012;6.0;2.4;9.5
93700;29.06.2012;8.3;0.9;13.2
93700;30.06.2012;9.2;6.9;12.4
93700;01.07.2012;12.7;9.8;16.0
93700;02.07.2012;14.0;9.8;18.4
93700;03.07.2012;8.0;6.8;15.0
93700;04.07.2012;9.6;4.6;13.5
93700;05.07.2012;14.5;3.5;20.0
93700;06.07.2012;14.0;10.2;18.8
93700;07.07.2012;11.1;3.2;18.8
93700;08.07.2012;11.5;5.2;17.5
93700;09.07.2012;8.6;7.0;11.6
93700;10.07.2012;11.4;-0.5;19.2
93700;11.07.2012;13.1;5.8;18.8
93700;12.07.2012;14.6;10.0;19.0
93700;13.07.2012;17.2;13.9;21.0
93700;14.07.2012;14.5;13.2;20.4
93700;15.07.2012;15.4;10.9;19.0
93700;16.07.2012;14.0;9.1;20.0
93700;17.07.2012;12.1;5.7;16.5
93700;18.07.2012;11.3;8.8;14.8
93700;19.07.2012;8.7;7.0;12.8
93700;20.07.2012;7.9;5.3;12.5
93700;21.07.2012;8.2;6.3;10.0
93700;22.07.2012;10.3;6.2;14.5
93700;23.07.2012;10.3;0.4;15.4
93700;24.07.2012;14.3;9.4;17.4
93700;25.07.2012;11.7;8.6;15.0
93700;26.07.2012;11.6;8.4;15.2
93700;27.07.2012;10.8;6.0;14.5
93700;28.07.2012;12.5;6.5;15.4
93700;29.07.2012;11.3;10.6;15.1
93700;30.07.2012;12.0;9.1;14.6
93700;31.07.2012;12.6;12.0;14.2
93700;01.08.2012;14.9;12.2;18.0
